##	NA
1	P48742
C14orf115	Q9H8Y1
C14orf118	Q9NWQ4
C14orf133	Q9H9C1
C14orf135	Q63HM2
C14orf145	Q6ZU80
C14orf21	Q86U38
C14orf28	Q4W4Y0
C14orf37	Q86TY3
C14orf39	Q8N1H7
C14orf43	Q6PJG2
C14orf49	Q6ZMZ3
C14orf50	Q96LQ0
C14orf73	Q17RC7
C14orf93	Q9H972
C15orf17	Q5XKK7
C15orf2	Q9NZP6
C15orf20	Q9H611
C15orf23	Q9Y448
C15orf24	Q9NPA0
C15orf26	Q6P656
C15orf29	Q9H079
C15orf33	Q96M60
C15orf39	Q6ZRI6
C15orf42	Q7Z2Z1
C15orf53	Q8NAA6
C15orf55	Q86Y26
C15orf60	Q7Z4M0
C15orf63	Q9NX55
C16orf11	P0CG20
C16orf34	Q96RY5
C16orf42	Q9UJK0
C16orf46	Q6P387
C16orf48	Q9H0I2
C16orf54	Q6UWD8
C16orf55	Q96N06
C16orf57	Q9BQ65
C16orf71	Q8IYS4
C16orf72	Q14CZ0
C16orf80	Q9Y6A4
C16orf85	NA
C16orf88	Q1ED39
C17orf100	A8MU93
C17orf102	A2RUQ5
C17orf25	Q9HC38
C17orf28	Q8IV36
C17orf39	Q8IVV7
C17orf46	Q96LK8
C17orf47	O43236
C17orf53	Q8N3J3
C17orf56	Q96N21
C17orf57	Q8IY85
C17orf58	Q2M2W7
C17orf59	Q96GS4
C17orf62	Q9BQA9
C17orf75	Q9HAS0
C17orf78	Q8N4C9
C17orf80	Q9BSJ5
C17orf82	Q86X59
C17orf85	Q53F19
C17orf89	A1L188
C17orf96	A6NHQ4
C18orf10	Q68CL5
C18orf19	Q96ND0
C18orf22	Q8N0V3
C18orf25	Q96B23
C18orf32	Q8TCD1
C18orf34	Q5BJE1
C18orf45	Q24JQ0
C18orf55	Q9BVV7
C18orf8	Q96DM3
C19orf15	Q6ZRH7
C19orf21	Q8IVT2
C19orf29	Q8N1I8
C19orf39	Q6NVH7
C19orf43	Q9BQ61
C19orf44	Q9H6X5
C19orf50	Q9BQD3
C19orf57	Q0VDD7
C19orf62	Q9NWV8
C19orf68	Q86XI8
C1orf101	Q5SY80
C1orf105	O95561
C1orf106	Q3KP66
C1orf107	Q68CQ4
C1orf114	Q5TID7
C1orf116	Q9BW04
C1orf123	Q9NWV4
C1orf124	Q9H040
C1orf125	Q5T1B0
C1orf128	Q9GZP4
C1orf131	Q8NDD1
C1orf135	Q9H7T9
C1orf14	Q9BZQ2
C1orf141	Q5JVX7
C1orf144	Q7Z422
C1orf146	Q5VVC0
C1orf149	Q9HAF1
C1orf150	Q5JQS6
C1orf156	O95568
C1orf162	Q8NEQ5
C1orf163	Q96BR5
C1orf172	Q8NAX2
C1orf173	Q5RHP9
C1orf174	Q8IYL3
C1orf175	Q68CQ1
C1orf177	Q3ZCV2
C1orf182	Q96A04
C1orf186	Q6ZWK4
C1orf19	Q8WW01
C1orf190	Q96LR2
C1orf192	Q5VTH2
C1orf198	Q9H425
C1orf2	P81408
C1orf21	Q9H246
C1orf26	Q5T5J6
C1orf27	Q5SWX8
C1orf38	Q5TEJ8
C1orf48	Q96IY1
C1orf52	Q8N6N3
C1orf54	Q8WWF1
C1orf55	Q6IQ49
C1orf56	Q9BUN1
C1orf57	Q9BSD7
C1orf63	Q9BUV0
C1orf70	Q5SV17
C1orf71	Q6PJW8
C1orf77	Q9Y3Y2
C1orf96	Q6IQ19
C1QBP	Q07021
C1QL3	Q5VWW1
C1QTNF4	Q9BXJ3
C1RL	Q9NZP8
C1S	P09871
C2	P06681
C20orf106	Q5JX71
C20orf107	Q5JX69
C20orf11	Q9NWU2
C20orf111	Q9NX31
C20orf112	Q96MY1
C20orf114	Q8TDL5
C20orf119	Q4VXU2
C20orf172	Q9H410
C20orf185	P59826
C20orf186	P59827
C20orf195	Q9BVV2
C20orf23	Q96L93
C20orf27	Q9GZN8
C20orf30	Q96A57
C20orf4	Q9Y312
C20orf42	Q9BQL6
C20orf43	Q9BY42
C20orf7	Q5TEU4
C20orf72	Q9BQP7
C20orf94	Q5VYV7
C20orf95	Q5TG30
C21orf2	O43822
C21orf29	Q8WU66
C21orf56	Q9H0A9
C21orf63	P58658
C21orf66	Q9Y5B6
C21orf70	Q9NSI2
C21orf91	Q9NYK6
C22orf28	Q9Y3I0
C22orf30	Q5THK1
C2CD2	Q9Y426
C2CD2L	O14523
C2CD3	Q4AC94
C2orf16	Q68DN1
C2orf18	Q8N357
C2orf29	Q9UKZ1
C2orf3	P16383
C2orf39	Q96MC2
C2orf4	Q9Y316
C2orf44	Q9H6R7
C2orf47	Q8WWC4
C2orf49	Q9BVC5
C2orf5	Q8N668
C2orf54	Q08AI8
C2orf55	Q6NV74
C2orf56	Q7L592
C2orf57	Q53QW1
C2orf60	A2RUC4
C2orf62	Q7Z7H3
C2orf67	A0AUZ9
C2orf77	Q0VFZ6
C2orf84	Q86W67
C2orf88	Q9BSF0
C3	P01024
C3AR1	Q16581
C3orf1	Q9NPL8
C3orf17	Q6NW34
C3orf19	Q6PII3
C3orf20	Q8ND61
C3orf21	Q8NBI6
C3orf26	Q9BQ75
C3orf30	Q96M34
C3orf32	Q9Y2M2
C3orf37	Q96FZ2
C3orf56	Q8N813
C3orf58	Q8NDZ4
C3orf59	Q8IYB1
C3orf60	Q9BU61
C3orf63	Q9UK61
C3orf77	Q8N9V7
C4BPA	P04003
C4orf14	Q8NC60
C4orf15	Q68CZ6
C4orf16	Q63HQ0
C4orf19	Q8IY42
C4orf29	Q0P651
C4orf31	Q8TB73
C4orf37	Q8N412
C4orf43	Q96EY4
C4orf49	Q8TDB4
C4orf8	P78312
C5	P01031
C5AR1	P21730
C5orf22	Q49AR2
C5orf24	Q7Z6I8
C5orf25	Q8NDZ2
C5orf3	Q9NRY5
C5orf30	Q96GV9
C5orf37	Q8NA72
C5orf41	Q8IUR6
C5orf49	A4QMS7
C5orf54	Q8IZ13
C6	P56277
C6orf10	Q5SRN2
C6orf108	O43598
C6orf125	Q9BRT2
C6orf129	Q9P0B6
C6orf132	Q5T0Z8
C6orf138	Q6ZW05
C6orf142	Q5VWP3
C6orf146	Q8IXS0
C6orf150	Q8N884
C6orf151	Q6IEG0
C6orf154	Q5JTD7
C6orf163	Q5TEZ5
C6orf165	Q8IYR0
C6orf170	Q96NH3
C6orf174	Q5TF21
C6orf18	Q8TD31
C6orf192	Q6NT16
C6orf205	Q5SSG8
C6orf25	O95866
C6orf35	Q9NWH2
C6orf47	O95873
C6orf91	Q008S8
C6orf94	Q5TFG8
C6orf97	Q8IYT3
C7	P10643
C7orf11	Q8TAP9
C7orf2	Q8WVP7
C7orf20	Q7L5D6
C7orf27	Q6PJG6
C7orf28A	P86791
C7orf29	Q96FA7
C7orf31	Q8N865
C7orf36	Q9NRH1
C7orf38	Q8TCP9
C7orf43	Q8WVR3
C7orf46	A4D161
C7orf50	Q9BRJ6
C7orf51	Q6ZVC0
C7orf57	Q8NEG2
C7orf58	A4D0V7
C7orf59	Q0VGL1
C7orf61	Q8IZ16
C7orf64	Q5RL73
C7orf9	Q9HCQ7
C8A	P07357
C8B	P07358
C8G	P07360
C8orf32	Q96HA8
C8orf33	Q9H7E9
C8orf45	Q4G0Z9
C8orf46	Q8TAG6
C8orf53	Q9BRU9
C8orf55	Q8WUY1
C8orf7	Q5GH73
C8orf76	Q96K31
C8orf80	Q68CJ6
C9	P02748
C9orf114	Q5T280
C9orf125	Q9BRR3
C9orf129	Q5T035
C9orf131	Q5VYM1
C9orf139	Q6ZV77
C9orf140	Q86UD0
C9orf144A	Q63HN1
C9orf156	Q9BU70
C9orf16	Q9BUW7
C9orf167	Q9NXH8
C9orf169	A8MQ03
C9orf171	Q6ZQR2
C9orf30	Q96H12
C9orf40	Q8IXQ3
C9orf41	Q8N4J0
C9orf64	Q5T6V5
C9orf66	Q5T8R8
C9orf78	Q9NZ63
C9orf79	Q6ZUB1
C9orf82	Q9H8G2
C9orf88	Q96TA1
C9orf93	Q6TFL3
C9orf95	Q9NWW6
C9orf97	Q5T7W7
CA10	Q9NS85
CA11	O75493
CA13	Q8N1Q1
CA14	Q9ULX7
CA2	P00918
CA3	P07451
CA4	P22748
CA9	Q16790
CAB39	Q9Y376
CAB39L	Q9H9S4
CABC1	Q8NI60
CABIN1	Q9Y6J0
CABL1	A7K6Y5
CABLES2	Q9BTV7
CABP1	Q9NZU7
CABP4	P57796
CABP7	Q86V35
CACNA1A	O00555
CACNA1C	Q13936
CACNA1D	Q01668
CACNA1F	O60840
CACNA1G	O43497
CACNA1H	O95180
CACNA1I	Q9P0X4
CACNA1S	Q13698
CACNA2D1	P54289
CACNA2D3	Q8IZS8
CACNA2D4	Q7Z3S7
CACNB1	Q02641
CACNB2	Q08289
CACNB3	P54284
CACNG1	Q06432
CACNG2	Q9Y698
CACNG3	O60359
CACNG4	Q9UBN1
CACNG7	P62955
CACNG8	Q8WXS5
CACYBP	Q9HB71
CAD	O76075
CADM1	Q9BY67
CALB1	P05937
CALB2	P22676
CALCA	P06881
CALCOCO2	Q13137
CALCR	P30988
CALCRL	Q16602
CALD1	Q05682
Calm1	P0DP23
CALM1	P0DP23
CALM/AF10	A0MWC9
CALML4	Q96GE6
CALML5	Q9NZT1
CALR	P27797
CAMK1	Q14012
CAMK1D	Q8IU85
CAMK2A	Q9UQM7
CAMK2B	Q13554
CAMK4	Q16566
CAMKK1	Q8N5S9
CAMKK2	Q96RR4
CAMKV	Q8NCB2
CAMLG	P49069
CAMSAP1	Q5T5Y3
CAMSAP1L1	Q08AD1
CAMTA1	Q9Y6Y1
CAMTA2	O94983
CAND2	O75155
CANX	P27824
CAP1	Q01518
CAPG	Q9BPX3
CAPN1	P07384
CAPN11	Q9UMQ6
CAPN12	Q6ZSI9
CAPN13	Q6MZZ7
CAPN14	A8MX76
CAPN2	P17655
CAPN3	P20807
CAPN5	O15484
CAPN6	Q9Y6Q1
CAPN7	Q9Y6W3
CAPN8	A6NHC0
CAPN9	O14815
CAPNS1	P04632
CAPRIN1	Q14444
CAPS2	Q9BXY5
CAPZA1	P52907
CAPZA2	P47755
CAPZA3	Q96KX2
CARD10	Q9BWT7
CARD11	Q9BXL7
CARD14	Q9BXL6
CARD16	Q5EG05
CARD6	Q9BX69
CARD9	Q9H257
CARHSP1	Q9Y2V2
CARKD	Q8IW45
CARM1	Q86X55
CARTPT	Q16568
CASC3	O15234
CASC5	Q8NG31
CASK	P07498
CASKIN1	Q8WXD9
CASKIN2	Q8WXE0
CASP10	Q92851
CASP14	P31944
CASP2	P42575
CASP3	P42574
CASP4	P49662
CASP5	P51878
CASP6	P55212
CASP7	P55210
CASP8	Q14790
CASP9	P55211
CASPR4	Q9C0A0
CASQ2	O14958
CASS4	Q9NQ75
CAST	O15446
CASZ1	Q86V15
CAT	Q6IB77
CATL1	Q8TCG5
CATSPER2	Q96P56
CAV1	Q03135
CAV2	P51636
CBFA2T2	O43439
CBFA2T3	O75081
CBFB	Q13951
CBL	P22681
CBLB	Q13191
CBLC	Q9ULV8
CBLL1	Q75N03
CBLN2	Q8IUK8
CBP/MORF	Q9BYU3
CBP/MOZ	Q712H5
CBR1	P16152
CBR3	O75828
CBS	Q9Y3D2
CBWD1	Q9BRT8
CBWD2	Q8IUF1
CBX1	P83916
CBX2	Q14781
CBX4	O00257
CBX6	O95503
CBX7	O95931
CBX8	Q9HC52
CBY1	Q9Y3M2
CC2D1A	Q6P1N0
CC2D1B	Q5T0F9
CCBE1	Q6UXH8
CCBL1	Q16773
CCBL2	Q6YP21
CCBP2	O00590
CCDC102A	Q96A19
CCDC102B	Q68D86
CCDC104	Q96G28
CCDC105	Q8IYK2
CCDC106	Q9BWC9
CCDC108	Q6ZU64
CCDC110	Q8TBZ0
CCDC111	Q96LW4
CCDC117	Q8IWD4
CCDC120	Q96HB5
CCDC123	Q96ST8
CCDC124	Q96CT7
CCDC125	Q86Z20
CCDC126	Q96EE4
CCDC130	P13994
CCDC132	Q96JG6
CCDC135	Q8IY82
CCDC136	Q96JN2
CCDC137	Q6PK04
CCDC138	Q96M89
CCDC144A	A2RUR9
CCDC146	Q8IYE0
CCDC15	Q0P6D6
CCDC151	A5D8V7
CCDC157	Q569K6
CCDC19	Q9UL16
CCDC21	Q6P2H3
CCDC22	O60826
CCDC25	Q86WR0
CCDC27	Q2M243
CCDC37	Q494V2
CCDC38	Q502W7
CCDC39	Q9UFE4
CCDC40	Q4G0X9
CCDC42	Q96M95
CCDC43	Q96MW1
CCDC44	Q9BSH4
CCDC46	Q8N8E3
CCDC49	Q9NXE8
CCDC51	Q96ER9
CCDC52	Q8N0Z3
CCDC54	Q8NEL0
CCDC55	Q9H0G5
CCDC57	Q2TAC2
CCDC6	Q16204
CCDC60	Q8IWA6
CCDC61	Q9Y6R9
CCDC62	Q6P9F0
CCDC63	Q8NA47
CCDC64B	A1A5D9
CCDC66	A2RUB6
CCDC67	Q05D60
CCDC68	Q9H2F9
CCDC69	A6NI79
CCDC74A	Q96AQ1
CCDC75	Q8N954
CCDC76	Q9NUP7
CCDC77	Q9BR77
CCDC8	Q9H0W5
CCDC80	Q76M96
CCDC82	Q8N4S0
CCDC83	Q8IWF9
CCDC85A	Q96PX6
CCDC85B	Q15834
CCDC85C	A6NKD9
CCDC86	Q9H6F5
CCDC87	Q9NVE4
CCDC88A	Q3V6T2
CCDC88B	A6NC98
CCDC88C	Q9P219
CCDC9	Q9Y3X0
CCDC91	Q7Z6B0
CCDC92	Q53HC0
CCDC93	Q567U6
CCDC97	Q96F63
CCDC99	Q96EA4
CCHCR1	Q8TD31
CCIN	Q13939
CCKAR	P32238
CCKBR	P32239
CCL11	P51671
CCL15	Q16663
CCL17	Q92583
CCL23	P55773
CCL25	O15444
CCM1	O00522
CCM2	Q9BSQ5
CCNA1	P78396
CCNA2	P20248
CCNB1	P14635
CCNB1IP1	Q9NPC3
CCNB2	O95067
CCNB3	Q8WWL7
CCNC	P24863
CCND1	P24385
CCND2	P30279
CCND3	P30281
CCNE1	P24864
CCNE2	O96020
CCNG1	P51959
CCNG2	Q16589
CCNH	P51946
CCNI	Q14094
CCNL1	P49736
CCNL2	Q96S94
CCNO	P22674
CCNY	Q8ND76
CCNYL1	Q8N7R7
CCNYL2	Q5T2Q4
CCR1	P32246
CCR10	O00590
CCR2	P41597
CCR4	Q9ULM6
CCR-5	A0A502
CCR7	P32248
CCR8	P51685
CCT2	P78371
CCT4	P50991
CCT5	P48643
CCT6A	P40227
CCT6B	Q92526
CCT7	Q99832
CCT8	P50990
CD14	P08571
CD151	P48509
CD163	Q86VB7
CD163L1	Q9NR16
CD1D	P15813
CD2	P06729
CD209	Q9NNX6
CD22	P20273
CD226	Q15762
CD247	P20963
CD248	Q9HCU0
CD274	Q9NZQ7
CD28	P10747
CD2AP	Q9Y5K6
CD2BP2	O95400
CD30	P28908
CD300A	Q9UGN4
CD300LF	Q8TDQ1
CD33	P20138
CD34	P28906
CD36	P16671
CD3D	P04234
CD3E	P07766
CD3EAP	O15446
CD4	P01730
CD40	P25942
CD40LG	P29965
CD44	P16070
CD48	P09326
CD5	P06127
CD55	P08174
CD59	P13987
CD6	P30203
CD63	P08962
CD68	P34810
CD7	P09564
CD72	P21854
CD74	P04233
CD74/ROS	A9YLN4
CD79A	P11912
CD81	P60033
CD82	P27701
CD83	Q01151
CD86	P42081
CD8A	P01732
CD8<beta>1	NA
CD93	Q9NPY3
CD95	Q8IUB6
CD96	P40200
CD99	P14209
CD99L2	Q8TCZ2
CDA	P32320
CDADC1	Q9BWV3
CDAN1	Q8IWY9
CDC123	O75794
CDC16	Q13042
CDC2	P06493
CDC20	Q12834
CDC23	Q9UJX2
CDC25B	P30305
CDC25C	P30307
CDC26	Q8NHZ8
CDC2L1	P21127
CDC2L5	Q14004
CDC2L6	Q9BWU1
CDC34	P49427
CDC37	Q16543
CDC37L1	Q7L3B6
CDC40	O60508
CDC42	P60953
CDC42BPA	Q5VT25
CDC42BPB	Q9Y5S2
CDC42BPG	Q6DT37
CDC42EP1	Q00587
CDC42EP2	O14613
CDC42EP3	Q9UKI2
CDC42EP4	Q9H3Q1
CDC42SE1	Q9NRR8
CDC42SE2	Q9NRR3
CDC45L	O75419
CDC5L	Q99459
CDC6	Q99741
CDC73	Q6P1J9
CDCA2	Q69YH5
CDCA4	Q9BXL8
CDCA5	Q96FF9
CDCA7	Q9BWT1
CDCA7L	Q96GN5
CDCA8	Q53HL2
CDCP1	Q9H5V8
CDGAP	Q2M1Z3
CDH1	Q9UM11
CDH10	Q9Y6N8
CDH11	P55287
CDH11/USP6	Q6U210
CDH12	P55289
CDH17	Q12864
CDH18	Q13634
CDH2	P19022
CDH20	Q9UN71
CDH22	Q9UJ99
CDH26	Q8IXH8
CDH3	P55291
CDH4	P55283
CDH5	P33151
CDH6	P55285
CDH7	Q9ULB5
CDH9	Q9ULB4
CDIPT	P0DO92
CDK10	Q15131
CDK105	Q5J7U2
CDK2	P24941
CDK2AP1	O14519
CDK2AP2	O75956
CDK3	Q00526
CDK4	P11802
CDK5	Q00535
CDK5R1	Q15078
CDK5R2	Q13319
CDK5RAP2	Q96SN8
CDK5RAP3	Q96JB5
CDK6	Q00534
CDK7	P50613
CDK9	P50750
CDKAL1	Q5VV42
CDKL1	Q00532
CDKL2	Q92772
CDKL3	Q8IVW4
CDKL4	Q5MAI5
CDKL5	O76039
CDKN1A	P38936
CDKN1B	P46527
CDKN1C	P49918
CDKN2D	P55273
Cdlc2	NA
CDNF	Q49AH0
CDO-1	NA
CDON	Q4KMG0
CDR2	Q01850
CDR2L	Q86X02
CDRT15L1	NA
CDS1	O96017
CDS2	O75420
CDSN	Q15517
CDV3	Q9UKY7
CDX1	P47902
CDX4	O14627
CDY1	Q9Y6F8
CDYL	Q9Y232
CDYL2	Q8N8U2
CE5B3	Q96Q97
CEA	P06731
CEACAM7	Q14002
CEACAM8	P31997
CEBPB	P17676
CEBPD	P49716
CEBPE	Q15744
CEBPG	P53567
CEBPZ	A8MTT3
CECR1	Q9NZK5
CEL	P19835
CELF3	Q5SZQ8
CELSR1	Q9NYQ6
CELSR2	Q9HCU4
CELSR3	Q9NYQ7
CEND1	Q8N111
CENPA	P49450
CENPB	P07199
CENPC1	Q03188
CENPE	Q02224
CENPF	P49454
CENPH	Q9H3R5
CENPI	Q92674
CENPJ	Q9HC77
CENPK	Q9BS16
CENPL	Q8N0S6
CENPN	Q96H22
CENPO	Q9BU64
CENPP	Q6IPU0
CENPT	Q96BT3
CENPV	Q7Z7K6
CEP110	O43303
CEP120	Q8N960
CEP135	Q66GS9
CEP152	O94986
CEP164	Q9UPV0
CEP170	Q5SW79
CEP250	Q9BV73
CEP350	Q5VT06
CEP55	Q53EZ4
CEP57	Q86XR8
CEP63	Q96MT8
CEP68	Q9NQ79
CEP70	Q8NHQ1
CEP72	Q9P209
CEP76	Q8TAP6
CEP97	Q8IW35
CEPT1	Q9Y6K0
CERCAM	Q5T4B2
CERK	Q8TCT0
CES3	Q6UWW8
CETN1	Q12798
CETN2	P41208
CETP	P11597
CFB	P00751
CFDP1	Q9UEE9
CFHR5	Q9BXR6
CFI	P05156
CFL1	P23528
CFL2	Q9Y281
CFLAR	O15519
CFTR	P13569
CG018	Q9Y273
CGA	P01215
CGB1	A6NKQ9
CGB2	Q6NT52
CGEF2	Q8WZA2
CGGBP1	Q9UFW8
CGI-31	Q9Y320
CGI-37	Q9Y221
CGI-59	Q9Y383
CGI-87	Q8WVT3
CGN	Q9P2M7
CGNL1	Q0VF96
CHAF1A	Q13111
CHAF1B	Q13112
CHAT	P28329
CHCHD2	Q9Y6H1
CHD1	O14646
CHD2	O14647
CHD3	Q12873
CHD4	Q14839
CHD5	Q8TD26
CHD6	Q8TD26
CHD7	Q9P2D1
CHD8	Q9HCK8
CHEK1	O14757
CHEK2	O96017
CHGA	P10645
CHGB	P05060
CHI3L1	P36222
CHI3L2	Q15782
CHIA	Q9BZP6
CHIT1	Q13231
CHKA	P35790
CHKB	Q9Y259
CHL1	Q96FC9
CHLR1	Q96FC9
CHM	P24386
CHML	P26374
CHMP2A	O43633
CHMP2B	Q9UQN3
CHMP6	Q96FZ7
CHMP7	Q8WUX9
CHN1	P15882
CHN2	P52757
CHORDC1	Q9UHD1
CHP	Q99653
CHP2	O43745
CHPF	Q8IZ52
CHPF2	Q9P2E5
CHRAC1	Q9NRG0
CHRM1	P11229
CHRM2	P08172
CHRM3	P20309
CHRM4	P08173
CHRM5	P08912
CHRNA2	Q15822
CHRNA3	P32297
CHRNA4	P43681
CHRNA5	P30532
CHRNA6	Q15825
CHRNB1	P11230
CHRNB4	P30926
CHST1	O43916
CHST15	Q7LFX5
CHST4	Q8NCG5
CHST7	Q9NS84
CHST8	Q9H2A9
CHST9	Q7L1S5
CHSY1	Q86X52
CHSY2	Q70JA7
CHUK	O15111
CIAO1	O76071
CIAPIN1	Q6FI81
CIB1	Q99828
CIB2	O75838
CIB4	A0PJX0
CIC	Q96RK0
CIDEB	Q9UHD4
CILP	O75339
CILP2	Q8IUL8
CIP29	Q567R9
CIR	Q86X95
CIRBP	Q8TBR5
CIRH1A	Q969X6
CISD2	Q8N5K1
CISH	Q9NSE2
CIT	O14578
CITED1	Q99966
CIZ1	Q9ULV3
cka1	NA
CKAP1	Q99426
CKAP2	Q8WWK9
CKAP2L	Q8IYA6
CKAP4	Q07065
CKB	P12277
CKLF	Q9UBR5
CKM	P06732
CKMT2	P17540
CKS1B	P61024
CKS2	P33552
CLASP1	Q7Z460
CLASP2	O75122
CLCC1	Q96S66
CLCN6	P51797
CLCN7	P51798
CLDN1	O95832
CLDN10	P78369
CLDN11	O75508
CLDN12	P56749
CLDN14	O95500
CLDN16	Q9Y5I7
CLDN18	P56856
CLDN19	Q8N6F1
CLDN2	P57739
CLDN3	O15551
CLDN4	O14493
CLDN5	O00501
CLDN6	P56747
CLDN7	O95471
CLDN8	P56748
CLDN9	O95484
CLEC16A	Q2KHT3
CLEC18A	A5D8T8
CLEC1B	Q9P126
CLEC2L	P0C7M8
CLEC4A	Q9UMR7
CLEC4E	Q9ULY5
CLEC4F	Q8N1N0
CLEC4M	Q9H2X3
CLEC7A	Q9BXN2
CLEC9A	Q6UXN8
CLECL1	Q8IZS7
CLGN	O14967
CLIC1	O00299
CLIC2	O15247
CLIC3	O95833
CLIC4	Q9Y696
CLIC5	Q9NZA1
CLIC6	Q96NY7
CLINT1	Q14677
CLIP-170	O43667
CLIP2	Q9UDT6
CLIP3	Q96DZ5
CLIP4	Q8N3C7
CLK1	P49759
CLLD6	Q5W111
CLMN	Q96JQ2
CLN3	Q13286
CLN6	Q9NWW5
CLNK	Q7Z7G1
CLOCK	O15516
CLPH	NA
CLPP	Q16740
CLPS	P04118
CLPTM1	O96005
CLPTM1L	Q96KA5
CLPX	O76031
CLSPN	Q9HAW4
CLSTN1	O94985
CLSTN2	Q9H4D0
CLTA	P09496
CLTB	P09497
CLTC	Q00610
CLVS1	Q8IUQ0
CLYBL	Q8N0X4
CMA1	P23946
CMKLR1	Q99788
CMPK	P30085
CMTM4	Q8IZR5
CMTM8	Q8IZV2
CMYA5	Q8N3K9
CNBP	P62633
CNGA1	P29973
CNGA2	Q16280
CNGA3	Q16281
CNGA4	Q8IV77
CNGB1	Q14028
CNGB3	Q9NQW8
CNKSR1	Q969H4
CNKSR2	Q8WXI2
CNKSR3	Q6P9H4
CNN1	P51911
CNN2	Q99439
CNN3	Q15417
CNO	Q9NUP1
CNOT1	A5YKK6
CNOT10	Q9H9A5
CNOT2	Q9NZN8
CNOT3	O75175
CNOT6	Q9ULM6
CNOT6L	Q96LI5
CNOT7	Q9UIV1
CNOT8	Q9UFF9
CNP	P09543
CNPY2	Q9Y2B0
CNPY3	Q9BT09
CNPY4	Q8N129
CNR1	P21554
CNR2	P34972
CNTF	P26441
CNTLN	Q9NXG0
CNTN1	Q12860
CNTN2	Q02246
CNTN3	Q9P232
CNTN4	Q8IWV2
CNTN6	Q9UQ52
CNTNAP1	P78357
CNTNAP2	Q9UHC6
CNTNAP5	Q8WYK1
CNTROB	Q8N137
COBL	O75128
COBRA1	Q8WX92
COCH	O43405
COG1	Q8WTW3
COG3	Q96JB2
COG4	Q9H9E3
COG5	Q9UP83
COG6	Q9Y2V7
COG7	P83436
COG8	Q96MW5
COIL	P38432
COL11A1	P12107
COL11A2	P13942
COL12A1	Q99715
COL14A1	Q05707
COL15A1	P39059
COL16A1	Q07092
COL17A1	Q9UMD9
COL19A1	Q14993
COL1A1	P02452
COL1A2	P08123
COL20A1	Q9P218
COL22A1	Q8NFW1
COL24A1	Q17RW2
COL25A1	Q6ZST2
COL27A1	Q8IZC6
COL4A1	P02462
COL4A2	P08572
COL4A3	Q01955
COL4A3BP	Q9Y5P4
COL4A4	P53420
COL4A5	P29400
COL4A6	Q14031
COL5A1	Q5SY13
COL5A2	P05997
COL5A3	P25940
COL6A1	P12109
COL6A2	P12110
COL6A3	P12111
COL6A6	A6NMZ7
COL7A1	Q02388
COL8A1	P27658
COL8A2	P25067
COL9A2	Q14055
COLEC10	Q9Y6Z7
COLEC11	Q9BWP8
COLEC12	Q5KU26
COLQ	Q9Y215
COMMD10	Q9Y6G5
COMP	P49747
COMT	P21964
COP9	NA
COPA	P53621
COPB1	P53618
COPB2	P35606
COPG	Q9Y678
COPS3	Q9UNS2
COPS6	Q7L5N1
COPZ1	P61923
COQ10A	Q96MF6
COQ10B	Q9H8M1
COQ3	Q9NZJ6
COQ6	Q9Y2Z9
COQ9	O75208
CORO1A	P31146
CORO1B	Q9BR76
CORO1C	Q9ULV4
CORO2A	Q92828
CORO6	Q6QEF8
CORO7	P57737
CORTBP1	Q9UPX8
COTL1	Q14019
COVA1	Q16206
COX10	Q12887
COX17	Q14061
COX18	Q8N8Q8
COX-2	Q6ZYK7
COX4I1	P13073
COX4I2	Q96KJ9
COX5A	P20674
COX5B	P10606
COX6B1	P14854
COX6C	P09669
COX7A1	P24310
COX7C	P15954
CP	P00450
CPA1	P15085
CPA2	P48052
CPA3	P15088
CPA4	Q9UI42
CPA6	Q8N4T0
CPAMD8	Q8IZJ3
CPB1	P15086
CPB2	Q96IY4
CPD	O75976
CPE	P16870
CPEB3	Q8NE35
CPEB4	Q17RY0
CPLX1	O14810
CPLX2	Q6PUV4
CPN1	Q99829
CPNE1	Q99829
CPNE2	Q96FN4
CPNE3	O75131
CPNE5	Q9HCH3
CPNE6	O95741
CPNE7	Q9UBL6
CPNE8	Q86YQ8
CPNE9	Q8IYJ1
CPO	P36551
CPOX	P36551
CPPED1	Q9BRF8
CPS1	P31327
CPSF2	Q9P2I0
CPSF3	Q9UKF6
CPSF6	Q16630
CPSF7	Q8N684
CPT1A	P50416
CPT1B	Q92523
CPT2	P23786
CPXM1	Q96SM3
CPXM2	Q8N436
CRABP1	P29762
CRABP2	P29373
CRAMP1L	Q96RY5
CRAT	P43155
CRB1	P82279
CRB2	Q5IJ48
CRB3	Q9BUF7
CRBN	Q96SW2
CRCP	O75575
CREB1	P16220
CREB3	O43889
CREB3L2	Q70SY1
CREB5	Q02930
CREBBP	Q92793
CRELD1	Q96HD1
CRELD2	Q6UXH1
CREM	Q03060
CRHR1	P34998
CRIM1	Q9NZV1
CRIP2	P52943
CRIP3	Q6Q6R5
CRIPT	Q9P021
CRISPLD1	Q9H336
CRISPLD2	Q9H0B8
Crk	P46108
CRK	P46108
CRKL	P46109
CRKRS	Q9NYV4
CRMP1	Q14194
CRNKL1	Q9BZJ0
CRNN	Q9UBG3
CROCC	Q5TZA2
CROP	O95232
CRSP3	Q9ULK4
CRSP9	O43513
CRTAC1	Q9NQ79
CRTAM	O95727
CRTAP	O75718
CRTC2	Q53ET0
CRTC3	Q6UUV7
